"package","fun","calls","files","sources"
"gdalraster","rasterize",4,2,"example+test"
"gdalraster","read_to_nativeRaster",4,2,"example+test"
"gdalraster","set_cache_max",4,2,"example+test"
"gdalraster","srs_epsg_treats_as_lat_long",4,2,"example+test"
"gdalraster","srs_find_epsg",4,2,"example+test"
"gdalraster","srs_get_angular_units",4,2,"example+test"
"gdalraster","srs_get_area_of_use",4,2,"example+test"
"gdalraster","srs_get_linear_units",4,2,"example+test"
"gdalraster","srs_get_utm_zone",4,2,"example+test"
"gdalraster","srs_info_from_db",4,2,"example+test"
"gdalraster","srs_is_compound",4,2,"example+test"
"gdalraster","srs_is_vertical",4,3,"example+test"
"gdalraster","vsi_copy_file",4,4,"example+test"
"gdalraster","vsi_curl_clear_cache",4,3,"example+test"
"gdalraster","vsi_stat_exists",4,3,"example+test"
"gdalraster","vsi_unlink_batch",4,2,"example+test"
"geos","geos_delaunay_edges",4,2,"example+test"
"geos","geos_delaunay_triangles",4,2,"example+test"
"geos","geos_distance_frechet",4,1,"test"
"geos","geos_equals_exact",4,1,"test"
"geos","geos_hilbert_code",4,1,"test"
"geos","geos_interpolate",4,2,"example+test"
"geos","geos_interpolate_normalized",4,2,"example+test"
"geos","geos_intersection",4,2,"example+test"
"geos","geos_length",4,4,"example+test"
"geos","geos_minimum_bounding_circle",4,2,"example+test"
"geos","geos_polygon_hull_simplify",4,1,"test"
"geos","geos_polygonize_full",4,1,"test"
"geos","geos_project",4,2,"example+test"
"geos","geos_ring_n",4,2,"example+test"
"geos","geos_shared_paths",4,2,"example+test"
"geos","geos_strtree_data",4,1,"test"
"geos","geos_strtree_query",4,1,"test"
"geos","geos_unary_union",4,3,"example+test"
"geos","geos_unary_union_prec",4,2,"test"
"geos","geos_union_prec",4,1,"test"
"geos","numeric",4,1,"test"
"geos","print",4,2,"test"
"s2","plot",4,1,"test"
"s2","s2_cell_common_ancestor_level_agg",4,1,"test"
"s2","s2_cell_may_intersect",4,1,"test"
"s2","s2_dwithin_matrix",4,1,"test"
"s2","s2_geography",4,2,"test"
"s2","s2_interpolate_normalized",4,2,"example+test"
"s2","s2_intersects_matrix",4,2,"example+test"
"s2","s2_make_line",4,2,"example+test"
"s2","s2_projection_mercator",4,1,"test"
"s2","s2_rebuild_agg",4,1,"test"
"s2","s2_touches",4,2,"example+test"
"s2","str",4,3,"test"
"sf","is_driver_available",4,1,"test"
"sf","st_contains",4,4,"test+vignette"
"sf","st_covered_by",4,3,"test+vignette"
"sf","st_disjoint",4,4,"test+vignette"
"sf","st_is_longlat",4,1,"test"
"sf","st_reverse",4,2,"example+test"
"sf","st_set_geometry",4,3,"example+test"
"sf","st_snap",4,2,"example+test"
"sf","st_touches",4,4,"test+vignette"
"stars","dimnames",4,2,"test"
"stars","read_mdim",4,3,"example+test"
"stars","st_area",4,2,"test+vignette"
"stars","st_coordinates",4,3,"example+test"
"terra","add_mtext",4,1,"example"
"terra","boundaries",4,2,"example+test"
"terra","cats",4,1,"test"
"terra","cover",4,2,"example+test"
"terra","datatype",4,2,"example"
"terra","densify",4,3,"example+test"
"terra","divide",4,2,"example+test"
"terra","extend",4,1,"example"
"terra","flip",4,2,"example"
"terra","focalMat",4,2,"example+test"
"terra","halo",4,1,"example"
"terra","hist",4,2,"example"
"terra","k_means",4,2,"example+test"
"terra","prcomp",4,3,"example"
"terra","query",4,1,"example"
"terra","rapp",4,1,"example"
"terra","split",4,2,"example"
"terra","svc",4,3,"example"
"terra","thresh",4,2,"example+test"
"terra","union",4,2,"example+test"
"terra","writeCDF",4,1,"example"
"tmap","tm_animate",4,2,"example"
"tmap","tm_circles",4,1,"example"
"tmap","tm_legend_hide",4,1,"example"
"tmap","tm_text",4,3,"example"
"vapour","gdal_dsn_read_geom_all",4,1,"test"
"vapour","vapour_all_drivers",4,4,"example+test+vignette"
"vapour","vapour_gdal_version",4,4,"example+test+vignette"
"vapour","vapour_raster_gcp",4,2,"example+test"
"vapour","vapour_warp_raster_dbl",4,2,"test"
"gdalraster","apply_geotransform",3,2,"example+test"
"gdalraster","bbox_intersect",3,2,"example+test"
"gdalraster","bbox_transform",3,2,"example+test"
"gdalraster","buildVRT",3,3,"example+test"
"gdalraster","createColorRamp",3,2,"example+test"
"gdalraster","dt_union",3,2,"example+test"
"gdalraster","eastness",3,1,"test"
"gdalraster","http_enabled",3,3,"example+test"
"gdalraster","make_chunk_index",3,2,"example+test"
"gdalraster","northness",3,1,"test"
"gdalraster","pop_error_handler",3,3,"example+test"
"gdalraster","proj_networking",3,2,"example+test"
"gdalraster","push_error_handler",3,3,"example+test"
"gdalraster","renameDataset",3,2,"example+test"
"gdalraster","srs_get_axis_mapping_strategy",3,2,"example+test"
"gdalraster","srs_get_celestial_body_name",3,1,"test"
"gdalraster","srs_is_derived_gcs",3,2,"example+test"
"gdalraster","srs_is_geocentric",3,2,"example+test"
"gdalraster","validateCreationOptions",3,2,"example+test"
"gdalraster","vsi_get_actual_url",3,3,"example+test"
"gdalraster","vsi_get_signed_url",3,3,"example+test"
"gdalraster","vsi_stat_size",3,3,"example+test"
"gdalraster","vsi_sync",3,2,"example+test"
"geodata","sp_occurrence",3,1,"example"
"geos","as_geos_strtree",3,1,"test"
"geos","geos_boundary",3,2,"example+test"
"geos","geos_centroid",3,2,"example+test"
"geos","geos_contains",3,2,"test"
"geos","geos_convex_hull",3,2,"example+test"
"geos","geos_difference_prec",3,1,"test"
"geos","geos_dimension",3,2,"example+test"
"geos","geos_equals_exact_any",3,1,"test"
"geos","geos_equals_exact_matrix",3,1,"test"
"geos","geos_geometry_n",3,2,"example+test"
"geos","geos_intersection_prec",3,1,"test"
"geos","geos_is_closed",3,2,"example+test"
"geos","geos_maximum_inscribed_circle_spec",3,1,"test"
"geos","geos_nearest",3,1,"test"
"geos","geos_normalize",3,1,"test"
"geos","geos_num_interior_rings",3,2,"example+test"
"geos","geos_point_n",3,1,"test"
"geos","geos_polygonize_cut_edges",3,2,"example+test"
"geos","geos_prepared_intersects",3,1,"test"
"geos","geos_read_geojson",3,1,"test"
"geos","geos_relate_pattern_match",3,2,"example+test"
"geos","geos_simplify",3,2,"example+test"
"geos","geos_simplify_preserve_topology",3,2,"example+test"
"geos","geos_snap",3,2,"example+test"
"geos","geos_sym_difference_prec",3,1,"test"
"geos","geos_union",3,2,"example+test"
"geos","geos_write_geojson",3,1,"test"
"geos","geos_write_xy",3,1,"test"
"geos","geos_x",3,2,"example+test"
"geos","str",3,2,"test"
"geos","validate_geos_geometry",3,1,"test"
"s2","new_s2_geography",3,2,"test"
"s2","s2_cell_contains",3,1,"test"
"s2","s2_cell_debug_string",3,1,"test"
"s2","s2_cell_distance",3,1,"test"
"s2","s2_cell_invalid",3,1,"test"
"s2","s2_cell_max_distance",3,1,"test"
"s2","s2_cell_polygon",3,2,"test"
"s2","s2_closest_feature",3,2,"example+test"
"s2","s2_closest_point",3,2,"example+test"
"s2","s2_contains_matrix",3,1,"test"
"s2","s2_covered_by_matrix",3,1,"test"
"s2","s2_covers_matrix",3,1,"test"
"s2","s2_disjoint_matrix",3,1,"test"
"s2","s2_equals_matrix",3,1,"test"
"s2","s2_geog_point",3,3,"example+test"
"s2","s2_intersects_matrix_brute_force",3,1,"test"
"s2","s2_projection_orthographic",3,1,"test"
"s2","s2_within_matrix",3,1,"test"
"s2","s2_world_plate_carree",3,2,"example+test"
"sf","duplicated",3,2,"example+test"
"sf","format",3,2,"test"
"sf","rawToHex",3,1,"test"
"sf","st_covers",3,3,"test+vignette"
"sf","st_crosses",3,3,"test+vignette"
"sf","st_drop_geometry",3,2,"test"
"sf","st_equals_exact",3,3,"test+vignette"
"sf","st_filter",3,2,"example+test"
"sf","st_line_interpolate",3,1,"example"
"sf","t",3,2,"test"
"sf","transform",3,2,"example+test"
"stars","%in%",3,2,"test"
"stars","as.POSIXct",3,2,"example+test"
"stars","format",3,1,"example"
"stars","is.na",3,3,"test"
"stars","predict",3,2,"example+test"
"stars","seq",3,3,"example+vignette"
"stars","st_dim_to_attr",3,1,"example"
"stars","st_flip",3,1,"example"
"stars","st_geotransform",3,1,"example"
"stars","st_xy2sfc",3,3,"test+vignette"
"stars","write_mdim",3,2,"example+test"
"terra","NIDP",3,2,"example+test"
"terra","add_box",3,2,"example"
"terra","animate",3,1,"example"
"terra","boxplot",3,1,"example"
"terra","cellFromRowCol",3,1,"example"
"terra","clamp",3,3,"example+test"
"terra","colorize",3,1,"example"
"terra","coltab",3,1,"example"
"terra","compareGeom",3,2,"example"
"terra","depthName",3,2,"example"
"terra","diff",3,3,"example+test"
"terra","direction",3,2,"example+test"
"terra","focalPairs",3,1,"example"
"terra","focalValues",3,2,"example+test"
"terra","furdist",3,1,"example"
"terra","graticule",3,2,"example"
"terra","identical",3,1,"example"
"terra","is.bool",3,1,"example"
"terra","is.empty",3,2,"example+test"
"terra","isTRUE",3,2,"test"
"terra","map.pal",3,1,"example"
"terra","not.na",3,2,"example+test"
"terra","pitfiller",3,1,"example"
"terra","polys",3,2,"example"
"terra","quantile",3,2,"example"
"terra","rasterizeGeom",3,1,"example"
"terra","regress",3,1,"example"
"terra","scale_linear",3,2,"example+test"
"terra","scoff",3,1,"example"
"terra","segregate",3,2,"example+test"
"terra","selectHighest",3,2,"example+test"
"terra","selectRange",3,2,"example+test"
"terra","shade",3,2,"example+test"
"terra","sieve",3,2,"example+test"
"terra","sprc",3,3,"example"
"tmap","tm_bubbles",3,2,"example"
"tmap","tm_facets",3,2,"example"
"tmap","tm_fill",3,2,"example"
"tmap","tm_pos_in",3,3,"example"
"tmap","tm_scale",3,2,"example"
"tmap","tm_scale_asis",3,3,"example"
"tmap","tm_style",3,2,"example"
"tmap","tm_symbols",3,3,"example"
"tmap","tm_title",3,3,"example"
"tmap","tmap_arrange",3,3,"example"
"vapour","vapour_read_raster_dbl",3,2,"example+test"
"vapour","vapour_read_raster_int",3,2,"example+test"
"vapour","vapour_read_raster_raw",3,2,"example+test"
"vapour","vapour_srs_wkt",3,3,"example"
"vapour","vapour_warp_raster_raw",3,2,"example+test"
"gdalraster","dt_find",2,2,"example+test"
"gdalraster","footprint",2,2,"example+test"
"gdalraster","get_num_cpus",2,2,"example+test"
"gdalraster","get_usable_physical_ram",2,2,"example+test"
"gdalraster","has_geos",2,2,"example+test"
"gdalraster","ogr_ds_delete_field_domain",2,1,"test"
"gdalraster","ogr_field_index",2,1,"test"
"gdalraster","ogr_layer_rename",2,2,"test+vignette"
"gdalraster","srs_get_coord_epoch",2,1,"test"
"gdalraster","srs_get_name",2,2,"example+test"
"gdalraster","translate",2,2,"example+test"
"gdalraster","vsi_get_disk_free_space",2,2,"example+test"
"gdalraster","vsi_get_fs_prefixes",2,2,"example+test"
"gdalraster","vsi_glob",2,2,"example+test"
"gdalraster","vsi_is_local",2,2,"example+test"
"gdalraster","vsi_rename",2,2,"example+test"
"gdalraster","vsi_stat_type",2,2,"example+test"
"gdalraster","vsi_supports_rnd_write",2,2,"example+test"
"gdalraster","vsi_supports_seq_write",2,2,"example+test"
"gdalraster","vsi_uri_to_vsi_path",2,2,"example+test"
"geodata","country_codes",2,1,"example"
"geos","as.character",2,2,"test"
"geos","as_xy",2,1,"test"
"geos","geos_basic_strtree_finalized",2,1,"test"
"geos","geos_build_area",2,2,"example+test"
"geos","geos_coordinate_dimension",2,2,"example+test"
"geos","geos_create_rectangle",2,1,"test"
"geos","geos_densify",2,1,"test"
"geos","geos_difference",2,2,"example+test"
"geos","geos_disjoint",2,1,"test"
"geos","geos_disjoint_any",2,1,"test"
"geos","geos_distance",2,1,"test"
"geos","geos_distance_hausdorff",2,1,"test"
"geos","geos_envelope",2,2,"example+test"
"geos","geos_has_z",2,2,"example+test"
"geos","geos_inner_join",2,2,"example+test"
"geos","geos_intersects_matrix",2,1,"test"
"geos","geos_is_ring",2,2,"example+test"
"geos","geos_is_simple",2,2,"example+test"
"geos","geos_is_valid",2,2,"example+test"
"geos","geos_is_valid_detail",2,2,"example+test"
"geos","geos_line_merge",2,1,"test"
"geos","geos_make_valid_params",2,1,"test"
"geos","geos_merge_lines",2,2,"example+test"
"geos","geos_minimum_clearance",2,2,"example+test"
"geos","geos_minimum_clearance_line",2,2,"example+test"
"geos","geos_minimum_rotated_rectangle",2,2,"example+test"
"geos","geos_minimum_width",2,2,"example+test"
"geos","geos_nearest_frechet",2,1,"test"
"geos","geos_nearest_hausdorff",2,1,"test"
"geos","geos_node",2,2,"example+test"
"geos","geos_num_coordinates",2,2,"example+test"
"geos","geos_num_rings",2,2,"example+test"
"geos","geos_point_end",2,2,"example+test"
"geos","geos_point_on_surface",2,2,"example+test"
"geos","geos_point_start",2,2,"example+test"
"geos","geos_polygonize_valid",2,2,"example+test"
"geos","geos_prepared_disjoint",2,1,"test"
"geos","geos_project_normalized",2,2,"example+test"
"geos","geos_relate",2,2,"example+test"
"geos","geos_relate_pattern",2,2,"example+test"
"geos","geos_reverse",2,2,"example+test"
"geos","geos_sym_difference",2,2,"example+test"
"geos","geos_type_id",2,2,"example+test"
"geos","geos_unique_points",2,2,"example+test"
"geos","geos_y",2,2,"example+test"
"geos","geos_z",2,2,"example+test"
"geos","sanitize_double",2,1,"test"
"geos","sanitize_double_scalar",2,1,"test"
"geos","sanitize_geos_geometry",2,1,"test"
"geos","sanitize_geos_strtree",2,1,"test"
"geos","sanitize_integer",2,1,"test"
"geos","sanitize_integer_scalar",2,1,"test"
"s2","expect_wkt_serializeable",2,1,"test"
"s2","new_data_frame",2,2,"test"
"s2","s2_cell_edge_neighbour",2,1,"test"
"s2","s2_cell_union_normalize",2,1,"test"
"s2","s2_contains_matrix_brute_force",2,1,"test"
"s2","s2_covered_by_matrix_brute_force",2,1,"test"
"s2","s2_covers_matrix_brute_force",2,1,"test"
"s2","s2_disjoint_matrix_brute_force",2,1,"test"
"s2","s2_dwithin_matrix_brute_force",2,1,"test"
"s2","s2_equals_matrix_brute_force",2,1,"test"
"s2","s2_farthest_feature",2,2,"example+test"
"s2","s2_geography_serialize",2,1,"test"
"s2","s2_geography_unserialize",2,1,"test"
"s2","s2_interpolate",2,2,"example+test"
"s2","s2_project",2,2,"example+test"
"s2","s2_simplify",2,1,"test"
"s2","s2_snap_to_grid",2,2,"example+test"
"s2","s2_tessellate_tol_default",2,1,"test"
"s2","s2_within_matrix_brute_force",2,1,"test"
"s2","sort",2,1,"test"
"s2","stop_problems_create",2,1,"test"
"s2","stop_problems_process",2,1,"test"
"s2","unique",2,2,"test"
"s2","wk_handle",2,1,"test"
"sf","SpatialPolygons",2,2,"example+test"
"sf","delete_postgis_crs",2,1,"test"
"sf","ewkt_to_wkt",2,1,"test"
"sf","gdal_subdatasets",2,1,"test"
"sf","get_new_postgis_srid",2,1,"test"
"sf","st_geometry_type",2,1,"test"
"sf","st_is_full",2,1,"test"
"sf","st_line_project",2,1,"example"
"sf","st_perimeter",2,1,"example"
"stars","head",2,2,"test"
"stars","make_intervals",2,2,"example+test"
"stars","prcomp",2,1,"example"
"stars","st_join",2,1,"test"
"stars","st_mosaic",2,2,"example+test"
"stars","st_raster_type",2,1,"example"
"stars","units",2,2,"test+vignette"
"terra","NAflag",2,1,"example"
"terra","align",2,1,"example"
"terra","as.bool",2,2,"example+test"
"terra","as.contour",2,1,"example"
"terra","as.list",2,1,"example"
"terra","barplot",2,1,"example"
"terra","bestMatch",2,1,"example"
"terra","cartogram",2,1,"example"
"terra","catalyze",2,2,"example+test"
"terra","combineGeoms",2,1,"example"
"terra","compare",2,1,"example"
"terra","contour",2,1,"example"
"terra","convHull",2,2,"example"
"terra","countNA",2,1,"example"
"terra","depthUnit",2,2,"example"
"terra","describe",2,1,"example"
"terra","focal3D",2,1,"example"
"terra","focalCpp",2,1,"example"
"terra","gaps",2,2,"example"
"terra","gdal",2,1,"example"
"terra","has.RGB",2,1,"example"
"terra","has.colors",2,1,"example"
"terra","hasValues",2,1,"example"
"terra","image",2,1,"example"
"terra","inMemory",2,1,"example"
"terra","is.int",2,1,"example"
"terra","makeTiles",2,2,"example"
"terra","makeValid",2,1,"example"
"terra","modal",2,2,"example+test"
"terra","nearby",2,2,"example+test"
"terra","nsrc",2,1,"example"
"terra","origin",2,1,"example"
"terra","pairs",2,2,"example"
"terra","panel",2,1,"example"
"terra","perim",2,2,"example+test"
"terra","princomp",2,1,"example"
"terra","projPaths",2,1,"example"
"terra","rasterizeWin",2,1,"example"
"terra","rcl",2,1,"example"
"terra","resample",2,2,"example"
"terra","rotate",2,1,"example"
"terra","rowSums",2,2,"example"
"terra","same.crs",2,1,"example"
"terra","sapp",2,1,"example"
"terra","scale",2,2,"example"
"terra","sel",2,1,"example"
"terra","set.ext",2,2,"example"
"terra","set.values",2,1,"example"
"terra","sharedPaths",2,1,"example"
"terra","simplifyGeom",2,2,"example+test"
"terra","snapTo",2,1,"example"
"terra","spin",2,1,"example"
"terra","stdev",2,1,"example"
"terra","stretch",2,1,"example"
"terra","tapp",2,1,"example"
"terra","thin",2,1,"example"
"terra","trans",2,1,"example"
"terra","varnames",2,2,"example+test"
"terra","voronoi",2,2,"example"
"terra","weighted.mean",2,1,"example"
"terra","where.min",2,2,"example+test"
"terra","which.lyr",2,2,"example+test"
"terra","width",2,1,"example"
"terra","xFromCol",2,1,"example"
"terra","xres",2,2,"example+test"
"terra","yFromRow",2,1,"example"
"terra","yres",2,2,"example+test"
"tmap","renderTmap",2,1,"example"
"tmap","tm_compass",2,2,"example"
"tmap","tm_crs",2,1,"example"
"tmap","tm_format",2,1,"example"
"tmap","tm_inset",2,1,"example"
"tmap","tm_lines",2,1,"example"
"tmap","tm_logo",2,1,"example"
"tmap","tm_pos_out",2,2,"example"
"tmap","tm_raster",2,1,"example"
"tmap","tm_scale_rgb",2,1,"example"
"tmap","tmapOutput",2,1,"example"
"tmap","tmap_animation",2,1,"example"
"tmap","tmap_options",2,1,"example"
"vapour","vapour_create",2,2,"example+test"
"vapour","vapour_get_config",2,1,"example"
"vapour","vapour_layer_extent",2,2,"example+test"
"vapour","vapour_read_raster_chr",2,2,"example+test"
"vapour","vapour_report_fields",2,1,"example"
"vapour","vapour_set_config",2,1,"example"
"vapour","vapour_vsi_list",2,2,"example+test"
"vapour","vapour_warp_raster_int",2,1,"test"
"vapour","vector_vrt",2,1,"example"
"gdalraster","inv_geotransform",1,1,"example"
"gdalraster","progress_bar_clear",1,1,"test"
"gdalraster","vsi_clear_path_options",1,1,"test"
"gdalraster","vsi_set_path_option",1,1,"test"
"geodata","bio_oracle",1,1,"example"
"geodata","cmip6_world",1,1,"example"
"geodata","crop_calendar_sacks",1,1,"example"
"geodata","crop_monfreda",1,1,"example"
"geodata","crop_spam",1,1,"example"
"geodata","elevation_30s",1,1,"example"
"geodata","gadm",1,1,"example"
"geodata","geodata_path",1,1,"example"
"geodata","osm",1,1,"example"
"geodata","population",1,1,"example"
"geodata","rice_calendar",1,1,"example"
"geodata","soil_af",1,1,"example"
"geodata","soil_af_elements",1,1,"example"
"geodata","soil_af_isda",1,1,"example"
"geodata","soil_af_water",1,1,"example"
"geodata","soil_world",1,1,"example"
"geodata","soil_world_vsi",1,1,"example"
"geodata","world",1,1,"example"
"geodata","worldclim_country",1,1,"example"
"geos","as.data.frame",1,1,"test"
"geos","as_wkb",1,1,"test"
"geos","as_wkt",1,1,"test"
"geos","geos_basic_strtree_query_filtered",1,1,"test"
"geos","geos_buffer_params",1,1,"test"
"geos","geos_clone",1,1,"test"
"geos","geos_concave_hull",1,1,"test"
"geos","geos_concave_hull_of_polygons",1,1,"test"
"geos","geos_constrained_delaunay_triangles",1,1,"test"
"geos","geos_contains_any",1,1,"test"
"geos","geos_contains_matrix",1,1,"test"
"geos","geos_contains_properly_any",1,1,"test"
"geos","geos_contains_properly_matrix",1,1,"test"
"geos","geos_coverage_union",1,1,"test"
"geos","geos_covered_by",1,1,"test"
"geos","geos_covered_by_any",1,1,"test"
"geos","geos_covered_by_matrix",1,1,"test"
"geos","geos_covers",1,1,"test"
"geos","geos_covers_any",1,1,"test"
"geos","geos_covers_matrix",1,1,"test"
"geos","geos_crosses",1,1,"test"
"geos","geos_crosses_any",1,1,"test"
"geos","geos_crosses_matrix",1,1,"test"
"geos","geos_disjoint_matrix",1,1,"test"
"geos","geos_distance_indexed",1,1,"test"
"geos","geos_envelope_rct",1,1,"test"
"geos","geos_equals_any",1,1,"test"
"geos","geos_equals_matrix",1,1,"test"
"geos","geos_extent",1,1,"test"
"geos","geos_intersects",1,1,"test"
"geos","geos_intersects_any",1,1,"test"
"geos","geos_is_within_distance",1,1,"test"
"geos","geos_largest_empty_circle_spec",1,1,"test"
"geos","geos_largest_empty_crc",1,1,"test"
"geos","geos_line_merge_directed",1,1,"test"
"geos","geos_maximum_inscribed_crc",1,1,"test"
"geos","geos_minimum_bounding_crc",1,1,"test"
"geos","geos_nearest_error",1,1,"test"
"geos","geos_nearest_indexed",1,1,"test"
"geos","geos_overlaps",1,1,"test"
"geos","geos_overlaps_any",1,1,"test"
"geos","geos_overlaps_matrix",1,1,"test"
"geos","geos_precision",1,1,"test"
"geos","geos_prepared_contains",1,1,"test"
"geos","geos_prepared_contains_properly",1,1,"test"
"geos","geos_prepared_covered_by",1,1,"test"
"geos","geos_prepared_covers",1,1,"test"
"geos","geos_prepared_crosses",1,1,"test"
"geos","geos_prepared_distance",1,1,"test"
"geos","geos_prepared_is_within_distance",1,1,"test"
"geos","geos_prepared_overlaps",1,1,"test"
"geos","geos_prepared_touches",1,1,"test"
"geos","geos_prepared_within",1,1,"test"
"geos","geos_read_xy",1,1,"test"
"geos","geos_remove_repeated_points",1,1,"test"
"geos","geos_touches",1,1,"test"
"geos","geos_touches_any",1,1,"test"
"geos","geos_touches_matrix",1,1,"test"
"geos","geos_transform_xy",1,1,"test"
"geos","geos_type",1,1,"test"
"geos","geos_within",1,1,"test"
"geos","geos_within_any",1,1,"test"
"geos","geos_within_matrix",1,1,"test"
"geos","is.na",1,1,"test"
"geos","rep_len",1,1,"test"
"geos","wk_set_crs",1,1,"test"
"s2","as.list",1,1,"test"
"s2","as_wkb",1,1,"test"
"s2","as_wkt",1,1,"test"
"s2","format",1,1,"test"
"s2","is.numeric",1,1,"test"
"s2","logical",1,1,"test"
"s2","s2_buffer_cells",1,1,"test"
"s2","s2_cell_area",1,1,"test"
"s2","s2_cell_area_approx",1,1,"test"
"s2","s2_cell_boundary",1,1,"test"
"s2","s2_cell_center",1,1,"test"
"s2","s2_cell_common_ancestor_level",1,1,"test"
"s2","s2_cell_is_face",1,1,"test"
"s2","s2_cell_is_leaf",1,1,"test"
"s2","s2_cell_level",1,1,"test"
"s2","s2_cell_to_lnglat",1,1,"test"
"s2","s2_cell_union_difference",1,1,"test"
"s2","s2_cell_union_intersection",1,1,"test"
"s2","s2_cell_union_union",1,1,"test"
"s2","s2_cell_vertex",1,1,"test"
"s2","s2_convex_hull",1,1,"test"
"s2","s2_hemisphere",1,1,"test"
"s2","s2_is_valid",1,1,"test"
"s2","s2_is_valid_detail",1,1,"test"
"s2","s2_may_intersect_matrix",1,1,"test"
"s2","s2_snap_precision",1,1,"test"
"s2","s2_touches_matrix",1,1,"test"
"s2","s2_trans_lnglat",1,1,"test"
"s2","s2_trans_point",1,1,"test"
"sf","CRS",1,1,"test"
"sf","as.matrix",1,1,"test"
"sf","dbWriteTable",1,1,"test"
"sf","gdal_crs",1,1,"test"
"sf","gdal_inv_geotransform",1,1,"test"
"sf","gdal_read",1,1,"test"
"sf","get_crs_ewkt",1,1,"test"
"sf","is_ewkt",1,1,"test"
"sf","obj_sum.sfc",1,1,"test"
"sf","owin",1,1,"test"
"sf","ppp",1,1,"test"
"sf","sf_add_proj_units",1,1,"example"
"sf","skip0x",1,1,"test"
"sf","st_break_antimeridian",1,1,"example"
"sf","st_contains_properly",1,1,"test"
"sf","st_inscribed_circle",1,1,"example"
"sf","st_set_agr",1,1,"test"
"sf","st_triangulate_constrained",1,1,"example"
"sf","type_sum.sfc",1,1,"test"
"sf","unique",1,1,"test"
"stars","STFDF",1,1,"test"
"stars","contour",1,1,"example"
"stars","detect.driver",1,1,"example"
"stars","drop_units",1,1,"test"
"stars","droplevels",1,1,"vignette"
"stars","factor",1,1,"example"
"stars","st_cells",1,1,"example"
"stars","st_contour",1,1,"vignette"
"stars","st_interpolate_aw",1,1,"test"
"stars","st_intersects",1,1,"test"
"stars","st_normalize",1,1,"test"
"stars","st_rotate",1,1,"example"
"stars","st_sfc2xy",1,1,"example"
"stars","tail",1,1,"test"
"stars","xts",1,1,"test"
"terra","add_abline",1,1,"example"
"terra","add_grid",1,1,"example"
"terra","add_legend",1,1,"example"
"terra","agitate",1,1,"example"
"terra","allNA",1,1,"example"
"terra","anyNA",1,1,"example"
"terra","as.array",1,1,"example"
"terra","as.arrows",1,1,"example"
"terra","as.factor",1,1,"example"
"terra","as.raster",1,1,"example"
"terra","atan2",1,1,"example"
"terra","cellFromRowColCombine",1,1,"example"
"terra","chunk",1,1,"example"
"terra","clamp_ts",1,1,"example"
"terra","clearance",1,1,"example"
"terra","click",1,1,"example"
"terra","colFromX",1,1,"example"
"terra","colMeans",1,1,"example"
"terra","colSums",1,1,"example"
"terra","concats",1,1,"example"
"terra","deepcopy",1,1,"example"
"terra","delaunay",1,1,"example"
"terra","density",1,1,"example"
"terra","dots",1,1,"example"
"terra","droplevels",1,1,"test"
"terra","elongate",1,1,"example"
"terra","extractAlong",1,1,"example"
"terra","fileBlocksize",1,1,"test"
"terra","fillTime",1,1,"example"
"terra","focalReg",1,1,"example"
"terra","forceCCW",1,1,"example"
"terra","free_RAM",1,1,"example"
"terra","gdal_has_pam",1,1,"test"
"terra","geoloc",1,1,"example"
"terra","has.geoloc",1,1,"example"
"terra","interpIDW",1,1,"example"
"terra","interpNear",1,1,"example"
"terra","is.flipped",1,1,"example"
"terra","is.lines",1,1,"example"
"terra","is.points",1,1,"example"
"terra","is.polygons",1,1,"example"
"terra","is.rotated",1,1,"example"
"terra","libVersion",1,1,"example"
"terra","longnames",1,1,"example"
"terra","make.RGB",1,1,"example"
"terra","map_extent",1,1,"example"
"terra","match",1,1,"example"
"terra","math",1,1,"example"
"terra","mem_info",1,1,"example"
"terra","mergeTime",1,1,"example"
"terra","na.omit",1,1,"example"
"terra","nearest",1,1,"test"
"terra","normalize.longitude",1,1,"example"
"terra","persp",1,1,"example"
"terra","projNetwork",1,1,"example"
"terra","rangeFill",1,1,"example"
"terra","rescale",1,1,"example"
"terra","rowColFromCell",1,1,"example"
"terra","rowFromY",1,1,"example"
"terra","serialize",1,1,"example"
"terra","set.names",1,1,"example"
"terra","simplifyLevels",1,1,"example"
"terra","size",1,1,"example"
"terra","snap",1,1,"example"
"terra","summary",1,1,"example"
"terra","surfArea",1,1,"test"
"terra","tail",1,1,"example"
"terra","tighten",1,1,"example"
"terra","tmpFiles",1,1,"example"
"terra","toMemory",1,1,"example"
"terra","trim",1,1,"example"
"terra","unserialize",1,1,"example"
"terra","viewshed",1,1,"example"
"terra","vrt",1,1,"example"
"terra","warp_scale",1,1,"example"
"terra","watershed",1,1,"example"
"terra","where.max",1,1,"test"
"terra","which.min",1,1,"example"
"terra","wrap",1,1,"example"
"terra","wrapCache",1,1,"example"
"terra","xapp",1,1,"example"
"tmap","opt_tm_text",1,1,"example"
"tmap","tm_add_legend",1,1,"example"
"tmap","tm_chart_histogram",1,1,"example"
"tmap","tm_facets_wrap",1,1,"example"
"tmap","tm_legend_combine",1,1,"example"
"tmap","tm_remove_layer",1,1,"example"
"tmap","tm_scale_continuous_pseudo_log",1,1,"example"
"tmap","tm_scalebar",1,1,"example"
"tmap","tm_sf",1,1,"example"
"tmap","tm_tiles",1,1,"example"
"tmap","tm_title_out",1,1,"example"
